ZDB-GENE-000427-6	SO:0001217	her7	ENSDARG00000017917
ZDB-GENE-000427-7	SO:0001217	tbx20	ENSDARG00000005150
ZDB-GENE-000427-9	SO:0001217	spon1a	ENSDARG00000010029
ZDB-GENE-000501-1	SO:0001217	celf1	ENSDARG00000005315
ZDB-GENE-000501-2	SO:0001217	celf3a	ENSDARG00000034668
ZDB-GENE-000502-1	SO:0001217	bmpr1aa	ENSDARG00000019728
ZDB-GENE-000508-1	SO:0001217	dct	ENSDARG00000006008
ZDB-GENE-000509-1	SO:0001217	arntl1a	ENSDARG00000006791
ZDB-GENE-000509-2	SO:0001217	arntl2	ENSDARG00000041381
ZDB-GENE-000509-3	SO:0001217	smad3a	ENSDARG00000036096
ZDB-GENE-000510-1	SO:0001217	rhebl1	ENSDARG00000039162
ZDB-GENE-000511-1	SO:0001217	hand2	ENSDARG00000008305
ZDB-GENE-000511-2	SO:0001217	pycard	ENSDARG00000040076
ZDB-GENE-000511-3	SO:0001217	dap	ENSDARG00000000069
ZDB-GENE-000511-5	SO:0001217	tradd	ENSDARG00000036057
ZDB-GENE-000511-6	SO:0001217	baxa	ENSDARG00000020623
ZDB-GENE-000511-7	SO:0001217	mcl1a	ENSDARG00000009779
ZDB-GENE-000511-8	SO:0001217	slc40a1	ENSDARG00000000241
ZDB-GENE-000516-1	SO:0001217	fbxw4	ENSDARG00000033551
ZDB-GENE-000523-2	SO:0001217	pou4f1	ENSDARG00000005559
ZDB-GENE-000524-1	SO:0001217	slc34a2a	ENSDARG00000012903
ZDB-GENE-000526-1	SO:0001217	hey2	ENSDARG00000013441
ZDB-GENE-000605-1	SO:0001217	runx1	ENSDARG00000087646
ZDB-GENE-000605-2	SO:0001217	runx3	ENSDARG00000052826
ZDB-GENE-000607-1	SO:0001217	pcdh18a	ENSDARG00000089805
ZDB-GENE-000607-13	SO:0001217	sox5	ENSDARG00000011582
ZDB-GENE-000607-16	SO:0001217	bcl7a	ENSDARG00000052907
ZDB-GENE-000607-21	SO:0001217	slc7a6	ENSDARG00000054423
ZDB-GENE-000607-49	SO:0001217	adgrl2a	ENSDARG00000069356
ZDB-GENE-000607-52	SO:0001217	kat6b	ENSDARG00000055429
ZDB-GENE-000607-58	SO:0001217	tlcd5a	ENSDARG00000024920
ZDB-GENE-000607-65	SO:0001217	evla	ENSDARG00000035650
ZDB-GENE-000607-70	SO:0001217	hey1	ENSDARG00000070538
ZDB-GENE-000607-75	SO:0001217	noc2l	ENSDARG00000001754
ZDB-GENE-000607-77	SO:0001217	si:ch211-285f17.1	ENSDARG00000059333
ZDB-GENE-000607-78	SO:0001217	hccsb	ENSDARG00000099358
ZDB-GENE-000607-80	SO:0001217	sv2	ENSDARG00000091833
ZDB-GENE-000607-82	SO:0001217	wwp2	ENSDARG00000061345
ZDB-GENE-000607-83	SO:0001217	krt4	ENSDARG00000017624
ZDB-GENE-000616-1	SO:0001217	badb	ENSDARG00000054937
ZDB-GENE-000616-10	SO:0001217	smx5	ENSDARG00000070867
ZDB-GENE-000616-11	SO:0001217	stk19	ENSDARG00000086628
ZDB-GENE-000616-13	SO:0001217	appa	ENSDARG00000104279
ZDB-GENE-000616-14	SO:0001217	gart	ENSDARG00000101089
ZDB-GENE-000616-15	SO:0001217	foxh1	ENSDARG00000055630
ZDB-GENE-000616-16	SO:0001217	hsf1	ENSDARG00000008818
ZDB-GENE-000616-2	SO:0001217	dedd1	ENSDARG00000002758
ZDB-GENE-000616-3	SO:0001217	caspa	ENSDARG00000008165
ZDB-GENE-000616-4	SO:0001217	apaf1	ENSDARG00000021239
ZDB-GENE-000616-5	SO:0001217	adar	ENSDARG00000012389
ZDB-GENE-000616-6	SO:0001217	myf5	ENSDARG00000007277
ZDB-GENE-000616-8	SO:0001217	prph2a	ENSDARG00000038018
ZDB-GENE-000616-9	SO:0001217	prph2b	ENSDARG00000014840
ZDB-GENE-000619-1	SO:0001217	cxcl14	ENSDARG00000056627
ZDB-GENE-000622-1	SO:0001217	gata6	ENSDARG00000103589
ZDB-GENE-000626-1	SO:0001217	tnnt2a	ENSDARG00000020610
ZDB-GENE-000627-1	SO:0001217	fabp7a	ENSDARG00000007697
ZDB-GENE-000627-2	SO:0001217	adarb1a	ENSDARG00000041609
ZDB-GENE-000629-1	SO:0001217	rplp0	ENSDARG00000051783
ZDB-GENE-000629-2	SO:0001217	ngfb	ENSDARG00000014050
ZDB-GENE-000629-3	SO:0001217	ybx1	ENSDARG00000004757
ZDB-GENE-000705-1	SO:0001217	kdrl	ENSDARG00000105215
ZDB-GENE-000710-1	SO:0001217	gpr173	ENSDARG00000042922
ZDB-GENE-000710-2	SO:0001217	gpr85	ENSDARG00000068701
ZDB-GENE-000710-3	SO:0001217	nme6	ENSDARG00000016138
ZDB-GENE-000710-4	SO:0001217	zic2a	ENSDARG00000015554
ZDB-GENE-000710-6	SO:0001217	mxtx2	ENSDARG00000015906
ZDB-GENE-000710-7	SO:0001217	mxtx1	ENSDARG00000069382
ZDB-GENE-000713-1	SO:0001217	casp8	ENSDARG00000058325
ZDB-GENE-000804-1	SO:0001217	per3	ENSDARG00000010519
ZDB-GENE-000816-1	SO:0001217	fgfr3	ENSDARG00000004782
ZDB-GENE-000822-1	SO:0001217	hoxc6b	ENSDARG00000101954
ZDB-GENE-000822-2	SO:0001217	hoxc1a	ENSDARG00000070337
ZDB-GENE-000822-3	SO:0001217	hoxc11b	ENSDARG00000102631
ZDB-GENE-000822-4	SO:0001217	hoxc13a	ENSDARG00000070353
ZDB-GENE-000822-5	SO:0001217	hoxc13b	ENSDARG00000113877
ZDB-GENE-000822-6	SO:0001217	hoxc12a	ENSDARG00000070352
ZDB-GENE-000823-1	SO:0001217	hoxa9a	ENSDARG00000105013
ZDB-GENE-000823-2	SO:0001217	hoxa9b	ENSDARG00000056819
ZDB-GENE-000823-3	SO:0001217	hoxa3a	ENSDARG00000103862
ZDB-GENE-000823-5	SO:0001217	hoxa1a	ENSDARG00000104307
ZDB-GENE-000823-6	SO:0001217	hoxb5b	ENSDARG00000054030
ZDB-GENE-000823-7	SO:0001217	hoxb6b	ENSDARG00000026513
ZDB-GENE-000823-8	SO:0001217	hoxa11a	ENSDARG00000104162
ZDB-GENE-000823-9	SO:0001217	hoxa5a	ENSDARG00000102501
ZDB-GENE-000828-1	SO:0001217	scn8aa	ENSDARG00000005775
ZDB-GENE-000830-1	SO:0001217	nkx2.4b	ENSDARG00000104107
ZDB-GENE-000831-1	SO:0001217	pcxb	ENSDARG00000051939
ZDB-GENE-000831-2	SO:0001217	fth1a	ENSDARG00000015551
ZDB-GENE-000831-3	SO:0001217	slc3a2a	ENSDARG00000036427
ZDB-GENE-000831-4	SO:0001217	dnajc3b	ENSDARG00000017874
ZDB-GENE-000831-5	SO:0001217	cd81a	ENSDARG00000036080
ZDB-GENE-000831-6	SO:0001217	pim2	ENSDARG00000059001
ZDB-GENE-000901-1	SO:0001217	cd74a	ENSDARG00000009087
ZDB-GENE-000906-1	SO:0001217	sptb	ENSDARG00000030490
ZDB-GENE-000906-2	SO:0001217	hspe1	ENSDARG00000056167
ZDB-GENE-000906-3	SO:0001217	ctnnbip1	ENSDARG00000038954
ZDB-GENE-000906-4	SO:0001217	fzd9b	ENSDARG00000014673
ZDB-GENE-000920-1	SO:0001217	edn1	ENSDARG00000036912
ZDB-GENE-000921-2	SO:0001217	pdp2	ENSDARG00000058571
ZDB-GENE-000926-1	SO:0001217	atoh7	ENSDARG00000069552
ZDB-GENE-000928-1	SO:0001217	fech	ENSDARG00000003462
ZDB-GENE-001006-1	SO:0001217	fgf4	ENSDARG00000105230
ZDB-GENE-001019-1	SO:0001217	robo2	ENSDARG00000014891
ZDB-GENE-001020-1	SO:0001217	hmx3a	ENSDARG00000070955
ZDB-GENE-001030-2	SO:0001217	pax5	ENSDARG00000037383
ZDB-GENE-001030-3	SO:0001217	pax8	ENSDARG00000015879
ZDB-GENE-001030-4	SO:0001217	pax2b	ENSDARG00000032578
ZDB-GENE-001031-1	SO:0001217	pax6b	ENSDARG00000045936
ZDB-GENE-001101-1	SO:0001217	nos1	ENSDARG00000068910
ZDB-GENE-001103-1	SO:0001217	sox9a	ENSDARG00000003293
ZDB-GENE-001103-2	SO:0001217	sox9b	ENSDARG00000043923
ZDB-GENE-001103-3	SO:0001217	fezf2	ENSDARG00000070677
ZDB-GENE-001103-4	SO:0001217	cyp19a1b	ENSDARG00000098360
ZDB-GENE-001103-5	SO:0001217	cldn7b	ENSDARG00000014047
ZDB-GENE-001106-1	SO:0001217	wnt3a	ENSDARG00000058822
ZDB-GENE-001106-11	SO:0001217	nitr4a	ENSDARG00000075288
ZDB-GENE-001106-16	SO:0001217	nitr3b	ENSDARG00000057620
ZDB-GENE-001106-3	SO:0001217	nitr1i	ENSDARG00000033963
ZDB-GENE-001106-5	SO:0001217	nitr1k	ENSDARG00000110393
ZDB-GENE-001106-6	SO:0001217	nitr2b	ENSDARG00000000460
ZDB-GENE-001106-8	SO:0001217	nitr3a	ENSDARG00000077998
ZDB-GENE-001120-1	SO:0001217	lima1a	ENSDARG00000101441
ZDB-GENE-001120-2	SO:0001217	stard3	ENSDARG00000017809
ZDB-GENE-001120-3	SO:0001217	star	ENSDARG00000006137
ZDB-GENE-001127-1	SO:0001217	atp1b3b	ENSDARG00000042837
ZDB-GENE-001127-2	SO:0001217	atp1b2a	ENSDARG00000099203
ZDB-GENE-001127-3	SO:0001217	atp1b1a	ENSDARG00000013144
ZDB-GENE-001127-4	SO:0001217	atp1b1b	ENSDARG00000076833
ZDB-GENE-001128-1	SO:0001217	efna5a	ENSDARG00000089790
ZDB-GENE-001201-1	SO:0001217	vtg1	ENSDARG00000092233
ZDB-GENE-001201-2	SO:0001217	vtg2	ENSDARG00000055809
ZDB-GENE-001201-3	SO:0001217	vtg4	ENSDARG00000078429
ZDB-GENE-001201-4	SO:0001217	vtg5	ENSDARG00000092126
ZDB-GENE-001201-5	SO:0001217	vtg6	ENSDARG00000016825
ZDB-GENE-001201-6	SO:0001217	vtg7	ENSDARG00000092419
ZDB-GENE-001202-1	SO:0001217	plp1a	ENSDARG00000103732
ZDB-GENE-001205-1	SO:0001217	csf1ra	ENSDARG00000102986
ZDB-GENE-001205-2	SO:0001217	aox5	ENSDARG00000071475
ZDB-GENE-001205-3	SO:0001217	gch2	ENSDARG00000099101
ZDB-GENE-001205-4	SO:0001217	ctsk	ENSDARG00000040251
ZDB-GENE-001206-2	SO:0001217	lbx2	ENSDARG00000025131
ZDB-GENE-001207-1	SO:0001217	supt5h	ENSDARG00000042724
ZDB-GENE-001207-3	SO:0001217	arnt2	ENSDARG00000103697
ZDB-GENE-001207-7	SO:0001217	epha4a	ENSDARG00000054454
ZDB-GENE-001208-1	SO:0001217	psmb12	ENSDARG00000031885
ZDB-GENE-001208-2	SO:0001217	psmb13a	ENSDARG00000001656
ZDB-GENE-001208-4	SO:0001217	psmb7	ENSDARG00000037962
ZDB-GENE-001212-1	SO:0001217	atp1a1a.1	ENSDARG00000002791
ZDB-GENE-001212-2	SO:0001217	atp1a1a.2	ENSDARG00000007739
ZDB-GENE-001212-3	SO:0001217	atp1a1a.3	ENSDARG00000039131
ZDB-GENE-001212-4	SO:0001217	atp1a1a.4	ENSDARG00000001870
ZDB-GENE-001212-5	SO:0001217	atp1a1b	ENSDARG00000019856
ZDB-GENE-001212-6	SO:0001217	atp1a2a	ENSDARG00000010472
ZDB-GENE-001212-7	SO:0001217	atp1a3a	ENSDARG00000018259
ZDB-GENE-001212-8	SO:0001217	atp1a3b	ENSDARG00000104139
ZDB-GENE-001219-1	SO:0001217	htatip2	ENSDARG00000028386
ZDB-GENE-001221-1	SO:0001217	nrf1	ENSDARG00000000018
ZDB-GENE-001222-1	SO:0001217	vsx2	ENSDARG00000005574
ZDB-GENE-001228-1	SO:0001217	eomesa	ENSDARG00000006640
ZDB-GENE-001228-2	SO:0001217	s1pr1	ENSDARG00000042690
ZDB-GENE-001229-1	SO:0001217	alas2	ENSDARG00000038643
ZDB-GENE-001229-2	SO:0001217	alas1	ENSDARG00000021059
ZDB-GENE-010102-1	SO:0001217	dcn	ENSDARG00000012066
ZDB-GENE-010108-1	SO:0001217	vox	ENSDARG00000099761
ZDB-GENE-010108-2	SO:0001217	vent	ENSDARG00000100483
ZDB-GENE-010110-1	SO:0001217	hsd17b8	ENSDARG00000001169
ZDB-GENE-010110-2	SO:0001217	tapbp.1	ENSDARG00000079402
ZDB-GENE-010110-3	SO:0001217	daxx	ENSDARG00000000729
ZDB-GENE-010110-4	SO:0001217	zbtb22b	ENSDARG00000003251
ZDB-GENE-010111-1	SO:0001217	sox19b	ENSDARG00000040266
ZDB-GENE-010112-2	SO:0001217	mhc2dbb	ENSDARG00000056330
ZDB-GENE-010112-3	SO:0001217	mhc1uca	ENSDARG00000092731
ZDB-GENE-010116-6	SO:0001217	mhc2dca	ENSDARG00000114601
ZDB-GENE-010122-1	SO:0001217	fgf8b	ENSDARG00000039615
ZDB-GENE-010125-1	SO:0001217	oprm1	ENSDARG00000039434
ZDB-GENE-010126-1	SO:0001217	ntrk2a	ENSDARG00000059897
ZDB-GENE-010126-2	SO:0001217	ntrk2b	ENSDARG00000098511
ZDB-GENE-010126-3	SO:0001217	ntrk3a	ENSDARG00000077228
ZDB-GENE-010126-4	SO:0001217	ntrk3b	ENSDARG00000086214
ZDB-GENE-010129-1	SO:0001217	klf17	ENSDARG00000038792
ZDB-GENE-010130-1	SO:0001217	ctbp1	ENSDARG00000057007
ZDB-GENE-010130-2	SO:0001217	ctbp2a	ENSDARG00000044062
ZDB-GENE-010131-1	SO:0001217	rgl2	ENSDARG00000007727
ZDB-GENE-010131-2	SO:0001217	cdk5	ENSDARG00000056683
ZDB-GENE-010131-3	SO:0001217	rpa2	ENSDARG00000037188
ZDB-GENE-010131-6	SO:0001217	mdkb	ENSDARG00000020708
ZDB-GENE-010131-7	SO:0001217	prss1	ENSDARG00000042993
ZDB-GENE-010131-8	SO:0001217	ctsd	ENSDARG00000057698
ZDB-GENE-010201-1	SO:0001217	six4b	ENSDARG00000031983
ZDB-GENE-010201-2	SO:0001217	six4a	ENSDARG00000004695
ZDB-GENE-010201-3	SO:0001217	six5	ENSDARG00000068406
ZDB-GENE-010202-1	SO:0001217	mapk8b	ENSDARG00000009870
ZDB-GENE-010202-2	SO:0001217	mapk14a	ENSDARG00000000857
ZDB-GENE-010202-3	SO:0001217	map2k6	ENSDARG00000099184
ZDB-GENE-010219-1	SO:0001217	gcga	ENSDARG00000079296
ZDB-GENE-010219-2	SO:0001217	sst2	ENSDARG00000014190
ZDB-GENE-010226-1	SO:0001217	gdnfa	ENSDARG00000039959
ZDB-GENE-010226-2	SO:0001217	gfra1a	ENSDARG00000099732
ZDB-GENE-010226-3	SO:0001217	gfra1b	ENSDARG00000102564
ZDB-GENE-010302-1	SO:0001217	foxc1a	ENSDARG00000091481
ZDB-GENE-010302-2	SO:0001217	foxc1b	ENSDARG00000055398
ZDB-GENE-010302-3	SO:0001217	agxtb	ENSDARG00000018478
ZDB-GENE-010306-1	SO:0001217	cyp11a1.1	ENSDARG00000002347
ZDB-GENE-010306-3	SO:0001217	slit2	ENSDARG00000004246
ZDB-GENE-010306-4	SO:0001217	slit3	ENSDARG00000034268
ZDB-GENE-010308-1	SO:0001217	or30by1	ENSDARG00000025600
ZDB-GENE-010308-10	SO:0001217	or42c5	ENSDARG00000041019
ZDB-GENE-010308-11	SO:0001217	or42d2	ENSDARG00000092238
ZDB-GENE-010308-12	SO:0001217	or42e2	ENSDARG00000086383
ZDB-GENE-010308-14	SO:0001217	or42c3	ENSDARG00000041024
ZDB-GENE-010308-16	SO:0001217	or42d3	ENSDARG00000088846
ZDB-GENE-010308-17	SO:0001217	or42d1	ENSDARG00000086633
ZDB-GENE-010308-19	SO:0001217	or42e3	ENSDARG00000025658
ZDB-GENE-010308-21	SO:0001217	or40a1	ENSDARG00000041032
ZDB-GENE-010308-22	SO:0001217	or71al2	ENSDARG00000041033
ZDB-GENE-010308-3	SO:0001217	or30by3	ENSDARG00000074966
ZDB-GENE-010308-4	SO:0001217	or30bw1	ENSDARG00000004598
ZDB-GENE-010308-5	SO:0001217	or30bx1	ENSDARG00000041005
ZDB-GENE-010308-8	SO:0001217	or30bt2	ENSDARG00000094125
ZDB-GENE-010309-1	SO:0001217	or70a2	ENSDARG00000094235
ZDB-GENE-010309-2	SO:0001217	or70a12	ENSDARG00000018521
ZDB-GENE-010309-3	SO:0001217	or70a4	ENSDARG00000035048
ZDB-GENE-010316-1	SO:0001217	slc6a3	ENSDARG00000004219
ZDB-GENE-010319-1	SO:0001217	dvl3a	ENSDARG00000015707
ZDB-GENE-010319-27	SO:0001217	ttc7a	ENSDARG00000074760
ZDB-GENE-010319-3	SO:0001217	nacc1a	ENSDARG00000099164
ZDB-GENE-010319-31	SO:0001217	siah1	ENSDARG00000030871
ZDB-GENE-010319-35	SO:0001217	pard6gb	ENSDARG00000036090
ZDB-GENE-010319-40	SO:0001217	rnd3a	ENSDARG00000076799
ZDB-GENE-010320-1	SO:0001217	cdk1	ENSDARG00000087554
ZDB-GENE-010320-2	SO:0001217	cdk7	ENSDARG00000051916
ZDB-GENE-010323-11	SO:0001217	enah	ENSDARG00000032049
ZDB-GENE-010323-5	SO:0001217	papss2b	ENSDARG00000056600
ZDB-GENE-010328-1	SO:0001217	cldna	ENSDARG00000069888
ZDB-GENE-010328-10	SO:0001217	cldnj	ENSDARG00000058880
ZDB-GENE-010328-11	SO:0001217	cldn1	ENSDARG00000040045
ZDB-GENE-010328-12	SO:0001217	cldn15la	ENSDARG00000016081
ZDB-GENE-010328-13	SO:0001217	cldn11b	ENSDARG00000030723
ZDB-GENE-010328-14	SO:0001217	cldn12	ENSDARG00000003927
ZDB-GENE-010328-15	SO:0001217	hip1	ENSDARG00000062972
ZDB-GENE-010328-16	SO:0001217	baz1b	ENSDARG00000102832
ZDB-GENE-010328-17	SO:0001217	bcl7bb	ENSDARG00000040396
ZDB-GENE-010328-18	SO:0001217	gtf2ird1	ENSDARG00000022203
ZDB-GENE-010328-19	SO:0001217	eif4h	ENSDARG00000042252
ZDB-GENE-010328-2	SO:0001217	cldnb	ENSDARG00000009544
ZDB-GENE-010328-3	SO:0001217	cldn3d	ENSDARG00000015955
ZDB-GENE-010328-4	SO:0001217	cldnd	ENSDARG00000006580
ZDB-GENE-010328-5	SO:0001217	cldne	ENSDARG00000043128
ZDB-GENE-010328-6	SO:0001217	cldnf	ENSDARG00000043133
ZDB-GENE-010328-7	SO:0001217	cldng	ENSDARG00000003701
ZDB-GENE-010328-8	SO:0001217	cldn3c	ENSDARG00000069503
ZDB-GENE-010328-9	SO:0001217	cldni	ENSDARG00000054616
ZDB-GENE-010403-1	SO:0001217	crx	ENSDARG00000011989
ZDB-GENE-010404-1	SO:0001217	nkx2.1	ENSDARG00000019835
ZDB-GENE-010406-1	SO:0001217	anxa13	ENSDARG00000013976
ZDB-GENE-010406-2	SO:0001217	meis3	ENSDARG00000002795
ZDB-GENE-010406-3	SO:0001217	ncoa2	ENSDARG00000017929
ZDB-GENE-010406-4	SO:0001217	vipr2	ENSDARG00000012353
ZDB-GENE-010406-5	SO:0001217	dhfr	ENSDARG00000004251
ZDB-GENE-010410-2	SO:0001217	glrba	ENSDARG00000052782
ZDB-GENE-010410-3	SO:0001217	glra4a	ENSDARG00000006865
ZDB-GENE-010412-1	SO:0001217	six2a	ENSDARG00000058004
ZDB-GENE-010413-1	SO:0001217	ssr2	ENSDARG00000005230
ZDB-GENE-010416-1	SO:0001217	bambia	ENSDARG00000055381
ZDB-GENE-010426-1	SO:0001217	dmd	ENSDARG00000008487
ZDB-GENE-010426-2	SO:0001217	cry1a	ENSDARG00000045768
ZDB-GENE-010426-3	SO:0001217	cry1b	ENSDARG00000011583
ZDB-GENE-010426-4	SO:0001217	cry3a	ENSDARG00000069074
ZDB-GENE-010426-5	SO:0001217	cry3b	ENSDARG00000091131
ZDB-GENE-010426-6	SO:0001217	cry2	ENSDARG00000102403
ZDB-GENE-010426-7	SO:0001217	cry4	ENSDARG00000011890
ZDB-GENE-010426-8	SO:0001217	cry5	ENSDARG00000019498
ZDB-GENE-010430-2	SO:0001217	vps52	ENSDARG00000099258
ZDB-GENE-010430-3	SO:0001217	mmut	ENSDARG00000060554
ZDB-GENE-010430-4	SO:0001217	ppt2b	ENSDARG00000104542
ZDB-GENE-010430-5	SO:0001217	skiv2l	ENSDARG00000062206
ZDB-GENE-010501-1	SO:0001217	nfya	ENSDARG00000042004
ZDB-GENE-010501-3	SO:0001217	pbrm1l	ENSDARG00000077038
ZDB-GENE-010501-4	SO:0001217	prrc2a	ENSDARG00000031494
ZDB-GENE-010501-5	SO:0001217	bag6	ENSDARG00000075892
ZDB-GENE-010501-6	SO:0001217	ehmt2	ENSDARG00000102325
ZDB-GENE-010502-1	SO:0001217	hmga1a	ENSDARG00000028335
